device_id,device_type,operating_system,browser_name,screen_resolution,device_language,first_seen_date,last_seen_date,device_risk_score,is_emulator,is_rooted,device_manufacturer,device_model,ip_address_last,geolocation_city,geolocation_province
DEV00000520,Android_Mobile,Android 13,Chrome,1366x768,en-ZA,2023-06-21,2024-08-05,64,False,False,Samsung,Galaxy A54,214.223.66.222,Polokwane,Limpopo
DEV00000521,Android_Mobile,Android 13,Safari,1920x1080,en-ZA,2023-12-12,2025-02-10,3,False,False,Samsung,Galaxy A14,245.32.201.165,Durban,KwaZulu-Natal
DEV00000522,Android_Tablet,Android 13,Edge,1080x2400,en-ZA,2025-01-09,2025-11-24,37,False,False,Samsung,Galaxy S23,133.129.94.145,East London,Eastern Cape
DEV00000523,Android_Mobile,Android 13,Edge,1920x1080,en-ZA,2023-10-23,2024-01-13,17,False,False,Samsung,Galaxy S22,193.119.199.24,Polokwane,Limpopo
DEV00000524,Windows_Laptop,Windows 10,Chrome,1366x768,en-ZA,2022-01-13,2025-02-06,38,False,False,Acer,ThinkPad,159.14.75.5,Ballito,KwaZulu-Natal
DEV00000525,iPhone_Mobile,iOS 15,Chrome,1366x768,en-ZA,2022-09-17,2022-10-15,33,False,False,Apple,iPhone 15,219.157.88.170,Cape Town,Western Cape
DEV00000526,Android_Tablet,Android 14,Chrome,1920x1080,af,2025-11-19,2025-12-07,4,False,False,Samsung,Galaxy A34,240.205.159.9,Soweto,Gauteng
DEV00000527,iPad_Tablet,iOS 15,Chrome,1080x2400,af,2023-03-11,2025-08-16,35,False,False,Apple,iPad Pro,27.77.240.126,Durban,KwaZulu-Natal
DEV00000528,Mac_Desktop,macOS Monterey,Chrome,1366x768,en,2024-04-29,2024-10-31,87,False,False,Apple,MacBook Air,3.228.237.27,East London,Eastern Cape
DEV00000529,iPhone_Mobile,iOS 17,Chrome,1440x900,en-ZA,2024-12-18,2025-11-19,0,False,False,Apple,iPhone 13,44.252.113.144,Paarl,Western Cape
DEV00000530,iPhone_Mobile,iOS 15,Safari,1920x1080,en-ZA,2022-10-15,2022-10-15,58,False,False,Apple,iPhone 12,203.234.117.49,Paarl,Western Cape
DEV00000531,Android_Mobile,Android 12,Chrome,1440x900,en-ZA,2022-04-23,2022-04-23,80,False,False,Samsung,Galaxy S22,68.251.211.79,Durban,KwaZulu-Natal
DEV00000532,Windows_Laptop,Windows 11,Safari,1080x2400,en-ZA,2024-06-22,2025-12-20,51,False,False,Dell,Inspiron,171.168.85.215,Witbank,Mpumalanga
DEV00000533,iPhone_Mobile,iOS 16,Chrome,1170x2532,en-ZA,2023-02-12,2025-10-04,74,False,False,Apple,iPhone 15,111.122.8.65,Paarl,Western Cape
DEV00000534,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2022-07-25,2025-04-22,20,False,False,Samsung,Galaxy S23,50.38.209.81,Witbank,Mpumalanga
DEV00000535,Android_Tablet,Android 14,Chrome,1366x768,en,2024-05-24,2024-05-24,10,False,False,Samsung,Galaxy S23,97.13.19.18,Gqeberha,Eastern Cape
DEV00000536,Android_Mobile,Android 14,Safari,1366x768,en-ZA,2023-10-05,2023-10-05,39,False,False,Samsung,Galaxy S22,156.83.66.252,Paarl,Western Cape
DEV00000537,Android_Mobile,Android 12,Chrome,1440x900,en-ZA,2023-11-14,2024-11-11,83,False,False,Samsung,Galaxy S23,204.89.103.162,Johannesburg,Gauteng
DEV00000538,Android_Tablet,Android 14,Chrome,1366x768,en-ZA,2023-07-18,2023-09-17,20,False,False,Samsung,Galaxy A34,221.148.86.111,Pietermaritzburg,KwaZulu-Natal
DEV00000539,Android_Mobile,Android 14,Chrome,1440x900,af,2022-07-29,2023-03-16,18,False,False,Samsung,Galaxy S23,121.43.225.213,Gqeberha,Eastern Cape
DEV00000540,iPhone_Mobile,iOS 16,Safari,1170x2532,af,2022-02-15,2025-01-09,8,False,False,Apple,iPhone 15,181.114.116.252,East London,Eastern Cape
DEV00000541,Windows_Laptop,Windows 10,Safari,1170x2532,en,2022-11-21,2025-07-08,14,False,False,HP,Aspire,127.206.2.68,Soweto,Gauteng
DEV00000542,iPhone_Mobile,iOS 16,Chrome,1440x900,en-ZA,2023-05-26,2023-11-05,34,False,False,Apple,iPhone 14,250.238.88.187,Soweto,Gauteng
DEV00000543,Android_Mobile,Android 14,Chrome,1920x1080,en-ZA,2025-11-02,2025-11-02,60,False,False,Samsung,Galaxy S23,52.28.198.169,Pretoria,Gauteng
DEV00000544,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2025-11-10,2025-11-18,81,False,False,Samsung,Galaxy A14,170.136.116.172,Pietermaritzburg,KwaZulu-Natal
DEV00000545,Android_Mobile,Android 12,Firefox,1170x2532,en,2025-10-01,2025-10-01,58,False,False,Samsung,Galaxy A14,16.201.252.80,Johannesburg,Gauteng
DEV00000546,Android_Mobile,Android 12,Chrome,1366x768,en-ZA,2025-01-14,2025-03-25,96,False,False,Samsung,Galaxy A54,158.230.175.173,Cape Town,Western Cape
DEV00000547,iPad_Tablet,iOS 16,Chrome,1170x2532,en-ZA,2022-06-10,2023-07-28,98,False,False,Apple,iPad Pro,39.212.6.245,Soweto,Gauteng
DEV00000548,Android_Mobile,Android 14,Safari,1920x1080,en-ZA,2022-11-14,2025-03-09,72,False,True,Samsung,Galaxy A54,242.80.227.133,Johannesburg,Gauteng
DEV00000549,Android_Mobile,Android 13,Chrome,1366x768,en-ZA,2024-08-22,2024-08-22,5,False,False,Samsung,Galaxy S22,54.199.111.1,Pretoria,Gauteng
DEV00000550,Android_Mobile,Android 14,Chrome,1440x900,en-ZA,2022-10-01,2024-09-18,18,False,False,Samsung,Galaxy S23,21.58.141.34,Stellenbosch,Western Cape
DEV00000551,Android_Mobile,Android 13,Chrome,1170x2532,en-ZA,2022-05-24,2025-12-14,38,False,False,Samsung,Galaxy A54,143.64.148.211,Gqeberha,Eastern Cape
DEV00000552,Android_Mobile,Android 12,Chrome,1080x2400,af,2025-10-18,2025-10-18,3,False,False,Samsung,Galaxy A14,172.114.161.199,East London,Eastern Cape
DEV00000553,iPhone_Mobile,iOS 16,Chrome,1366x768,en,2023-01-26,2023-01-26,52,False,False,Apple,iPhone 15,206.222.147.141,Pietermaritzburg,KwaZulu-Natal
DEV00000554,iPhone_Mobile,iOS 17,Chrome,1440x900,en-ZA,2024-09-23,2024-09-23,20,False,False,Apple,iPhone 12,212.198.28.145,Paarl,Western Cape
DEV00000555,iPhone_Mobile,iOS 15,Chrome,1366x768,en-ZA,2024-02-22,2024-09-17,4,False,False,Apple,iPhone 12,246.145.104.63,Soweto,Gauteng
DEV00000556,iPhone_Mobile,iOS 15,Chrome,1366x768,en-ZA,2022-08-16,2023-01-02,0,False,False,Apple,iPhone 15,1.136.36.87,Soweto,Gauteng
DEV00000557,iPad_Tablet,iOS 15,Chrome,1170x2532,en-ZA,2024-06-21,2024-09-01,40,False,False,Apple,iPad Pro,169.58.240.235,Paarl,Western Cape
DEV00000558,Android_Mobile,Android 13,Edge,1080x2400,xh,2023-03-13,2023-03-13,51,False,False,Samsung,Galaxy A54,156.150.56.60,Pretoria,Gauteng
DEV00000559,iPhone_Mobile,iOS 17,Chrome,1440x900,en-ZA,2024-07-23,2024-07-31,35,False,False,Apple,iPhone 15,75.135.193.250,East London,Eastern Cape
DEV00000560,Android_Mobile,Android 12,Edge,1440x900,en-ZA,2025-10-26,2025-11-20,59,False,False,Samsung,Galaxy S22,211.131.214.202,Stellenbosch,Western Cape
DEV00000561,Android_Mobile,Android 12,Firefox,1366x768,en-ZA,2023-11-17,2025-07-07,33,False,False,Samsung,Galaxy A54,85.222.87.45,Pretoria,Gauteng
DEV00000562,iPad_Tablet,iOS 16,Chrome,1080x2400,en-ZA,2022-09-09,2023-03-11,3,False,False,Apple,iPad Pro,113.200.163.235,Ballito,KwaZulu-Natal
DEV00000563,Android_Mobile,Android 12,Edge,1170x2532,en-ZA,2024-06-25,2024-07-25,73,False,False,Samsung,Galaxy A14,240.166.131.205,Pietermaritzburg,KwaZulu-Natal
DEV00000564,Android_Mobile,Android 14,Safari,1920x1080,en-ZA,2024-05-04,2025-07-24,9,False,False,Samsung,Galaxy S22,165.51.2.62,Stellenbosch,Western Cape
DEV00000565,Android_Tablet,Android 14,Chrome,1366x768,af,2024-05-14,2024-05-14,4,False,False,Samsung,Galaxy A54,164.13.147.116,Johannesburg,Gauteng
DEV00000566,Windows_Laptop,Windows 11,Chrome,1920x1080,en-ZA,2022-04-05,2022-12-19,11,False,False,Lenovo,Inspiron,110.246.151.175,Pietermaritzburg,KwaZulu-Natal
DEV00000567,Android_Tablet,Android 13,Chrome,1440x900,zu,2025-02-25,2025-09-28,51,False,False,Samsung,Galaxy A54,255.248.26.48,Cape Town,Western Cape
DEV00000568,Android_Mobile,Android 13,Chrome,1366x768,en-ZA,2024-01-04,2025-06-19,3,False,False,Samsung,Galaxy S23,21.76.203.120,Durban,KwaZulu-Natal
DEV00000569,Mac_Desktop,macOS Sonoma,Chrome,1170x2532,en-ZA,2023-12-31,2023-12-31,17,False,False,Apple,MacBook Air,133.91.129.198,Bloemfontein,Free State
DEV00000570,Windows_Laptop,Windows 11,Safari,1080x2400,af,2023-12-16,2023-12-16,56,False,False,Dell,Inspiron,59.193.86.37,Soweto,Gauteng
DEV00000571,Android_Tablet,Android 14,Safari,1170x2532,xh,2023-09-27,2023-09-27,69,False,False,Samsung,Galaxy S23,100.8.33.36,Stellenbosch,Western Cape
DEV00000572,Android_Mobile,Android 12,Chrome,1366x768,zu,2025-02-21,2025-08-20,45,False,False,Samsung,Galaxy A14,167.61.190.18,Soweto,Gauteng
DEV00000573,Android_Mobile,Android 14,Chrome,1440x900,en-ZA,2022-08-02,2025-07-18,89,False,False,Samsung,Galaxy S22,49.158.112.130,Stellenbosch,Western Cape
DEV00000574,Android_Mobile,Android 13,Chrome,1170x2532,en-ZA,2025-07-29,2025-07-29,15,False,False,Samsung,Galaxy A54,32.228.120.23,Durban,KwaZulu-Natal
DEV00000575,Android_Mobile,Android 12,Chrome,1080x2400,en-ZA,2025-09-24,2025-09-24,76,False,False,Samsung,Galaxy S22,55.223.255.18,Pretoria,Gauteng
DEV00000576,iPhone_Mobile,iOS 16,Safari,1366x768,zu,2024-10-07,2024-10-07,39,False,False,Apple,iPhone 12,161.76.134.147,Stellenbosch,Western Cape
DEV00000577,Android_Mobile,Android 12,Safari,1080x2400,en-ZA,2023-10-25,2023-12-05,44,False,False,Samsung,Galaxy S22,218.202.119.15,Tzaneen,Limpopo
DEV00000578,Android_Mobile,Android 14,Chrome,1920x1080,en,2023-04-06,2023-04-06,26,False,False,Samsung,Galaxy A34,17.236.23.21,Pretoria,Gauteng
DEV00000579,Android_Mobile,Android 12,Chrome,1366x768,en-ZA,2022-07-24,2024-07-09,37,False,False,Samsung,Galaxy S23,149.41.193.115,Paarl,Western Cape
DEV00000580,Android_Mobile,Android 14,Chrome,1170x2532,af,2023-05-21,2025-09-20,12,False,False,Samsung,Galaxy A54,208.78.167.153,East London,Eastern Cape
DEV00000581,Android_Mobile,Android 13,Chrome,1920x1080,en-ZA,2023-10-25,2024-03-17,59,False,True,Samsung,Galaxy A14,163.10.160.22,Durban,KwaZulu-Natal
DEV00000582,Android_Tablet,Android 14,Chrome,1366x768,zu,2022-11-10,2023-07-21,75,False,False,Samsung,Galaxy A34,175.65.108.180,Pretoria,Gauteng
DEV00000583,Android_Mobile,Android 14,Safari,1170x2532,en,2022-02-27,2022-11-03,18,False,False,Samsung,Galaxy A14,12.132.29.105,Ballito,KwaZulu-Natal
DEV00000584,Android_Mobile,Android 13,Chrome,1366x768,en-ZA,2024-01-01,2025-11-27,29,False,False,Samsung,Galaxy S23,49.24.189.140,Mahikeng,North West
DEV00000585,Android_Mobile,Android 13,Safari,1440x900,af,2025-02-16,2025-02-16,79,False,True,Samsung,Galaxy S23,153.35.232.225,Rustenburg,North West
DEV00000586,Android_Mobile,Android 14,Safari,1170x2532,en-ZA,2024-09-15,2024-09-15,22,False,False,Samsung,Galaxy S23,171.238.53.225,Durban,KwaZulu-Natal
DEV00000587,iPhone_Mobile,iOS 15,Firefox,1366x768,en-ZA,2025-05-05,2025-07-03,49,False,False,Apple,iPhone 14,33.170.114.194,Tzaneen,Limpopo
DEV00000588,Windows_Laptop,Windows 11,Chrome,1170x2532,en-ZA,2024-05-18,2024-05-18,63,False,False,Lenovo,Latitude,53.16.217.169,Pretoria,Gauteng
DEV00000589,iPhone_Mobile,iOS 17,Chrome,1366x768,af,2025-02-11,2025-06-02,94,False,False,Apple,iPhone 13,166.249.165.2,Gqeberha,Eastern Cape
DEV00000590,Android_Mobile,Android 13,Chrome,1440x900,en,2024-05-18,2024-11-01,67,False,False,Samsung,Galaxy S23,83.246.219.164,Rustenburg,North West
DEV00000591,iPad_Tablet,iOS 16,Safari,1080x2400,en-ZA,2025-12-18,2025-12-26,89,False,False,Apple,iPad Air,103.201.42.79,Ballito,KwaZulu-Natal
DEV00000592,Android_Mobile,Android 13,Firefox,1366x768,en-ZA,2025-10-09,2025-12-26,39,False,False,Samsung,Galaxy S23,118.156.87.27,Polokwane,Limpopo
DEV00000593,Android_Mobile,Android 12,Chrome,1366x768,en-ZA,2023-08-07,2023-08-07,34,False,False,Samsung,Galaxy S22,54.120.109.168,Tzaneen,Limpopo
DEV00000594,Windows_Laptop,Windows 10,Safari,1170x2532,en-ZA,2022-10-02,2024-04-01,31,False,False,Acer,Inspiron,239.234.158.21,Pietermaritzburg,KwaZulu-Natal
DEV00000595,Android_Mobile,Android 13,Chrome,1170x2532,en-ZA,2022-05-03,2023-01-12,80,False,False,Samsung,Galaxy A34,86.100.32.108,Ballito,KwaZulu-Natal
DEV00000596,Android_Mobile,Android 13,Safari,1366x768,en-ZA,2024-05-22,2024-05-22,19,False,False,Samsung,Galaxy S23,8.154.17.201,Stellenbosch,Western Cape
DEV00000597,MacBook_Laptop,macOS Ventura,Chrome,1080x2400,af,2023-12-18,2023-12-18,55,False,False,Apple,MacBook Air,168.219.211.216,Pretoria,Gauteng
DEV00000598,Android_Mobile,Android 13,Safari,1440x900,en-ZA,2023-12-17,2023-12-17,59,False,False,Samsung,Galaxy A34,35.67.235.61,Pretoria,Gauteng
DEV00000599,iPhone_Mobile,iOS 16,Chrome,1366x768,en-ZA,2024-10-14,2024-11-15,0,False,False,Apple,iPhone 15,84.11.242.12,East London,Eastern Cape
DEV00000600,Android_Mobile,Android 12,Chrome,1366x768,en,2022-09-22,2024-03-03,41,False,False,Samsung,Galaxy A54,102.130.205.5,Durban,KwaZulu-Natal
DEV00000601,Android_Mobile,Android 12,Chrome,1920x1080,en-ZA,2025-09-27,2025-09-27,5,False,False,Samsung,Galaxy S22,235.33.32.91,Gqeberha,Eastern Cape
DEV00000602,Android_Mobile,Android 14,Chrome,1170x2532,en-ZA,2024-09-24,2025-02-05,7,False,False,Samsung,Galaxy S23,80.33.188.106,Stellenbosch,Western Cape
DEV00000603,MacBook_Laptop,macOS Sonoma,Chrome,1080x2400,xh,2022-10-02,2023-11-01,79,False,False,Apple,iMac,52.177.243.135,Pretoria,Gauteng
DEV00000604,iPhone_Mobile,iOS 17,Chrome,1366x768,en,2023-12-04,2023-12-04,81,False,False,Apple,iPhone 13,222.55.232.221,Soweto,Gauteng
DEV00000605,Android_Mobile,Android 12,Chrome,1080x2400,zu,2025-09-14,2025-09-14,77,False,False,Samsung,Galaxy A54,29.88.27.147,Tzaneen,Limpopo
DEV00000606,Windows_Laptop,Windows 10,Safari,1080x2400,en-ZA,2023-07-28,2025-09-09,19,False,False,Dell,Latitude,19.131.75.154,Durban,KwaZulu-Natal
DEV00000607,Android_Tablet,Android 13,Chrome,1080x2400,zu,2023-02-13,2023-02-13,3,False,False,Samsung,Galaxy S23,165.77.40.219,Mahikeng,North West
DEV00000608,Android_Mobile,Android 12,Firefox,1080x2400,en-ZA,2022-09-07,2023-08-01,62,False,False,Samsung,Galaxy A14,73.88.110.135,Pretoria,Gauteng
DEV00000609,Android_Mobile,Android 13,Chrome,1920x1080,en,2024-04-14,2024-07-19,43,False,False,Samsung,Galaxy A54,129.57.250.204,Pretoria,Gauteng
DEV00000610,Android_Mobile,Android 14,Firefox,1440x900,en-ZA,2024-04-28,2025-10-15,28,False,False,Samsung,Galaxy A14,206.177.99.116,Soweto,Gauteng
DEV00000611,Android_Mobile,Android 13,Safari,1920x1080,en,2022-10-08,2022-10-08,55,False,False,Samsung,Galaxy A54,4.150.10.131,Gqeberha,Eastern Cape
DEV00000612,Android_Mobile,Android 14,Chrome,1080x2400,en-ZA,2022-08-05,2023-01-18,38,False,False,Samsung,Galaxy S22,254.73.232.248,Witbank,Mpumalanga
DEV00000613,Android_Tablet,Android 13,Chrome,1080x2400,en-ZA,2024-10-24,2025-03-04,31,False,False,Samsung,Galaxy A34,242.104.177.73,Cape Town,Western Cape
DEV00000614,iPad_Tablet,iOS 15,Chrome,1170x2532,en-ZA,2022-05-03,2022-10-27,46,False,False,Apple,iPad Air,101.29.160.30,Durban,KwaZulu-Natal
DEV00000615,iPhone_Mobile,iOS 17,Edge,1920x1080,en-ZA,2023-12-27,2025-10-31,42,False,False,Apple,iPhone 14,189.241.255.44,Soweto,Gauteng
DEV00000616,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2023-07-25,2023-07-25,20,False,False,Samsung,Galaxy A34,10.184.94.102,Durban,KwaZulu-Natal
DEV00000617,Android_Mobile,Android 14,Chrome,1920x1080,en,2023-04-10,2024-02-07,84,False,False,Samsung,Galaxy S22,61.77.48.100,East London,Eastern Cape
DEV00000618,Android_Mobile,Android 14,Safari,1440x900,en-ZA,2023-11-23,2024-10-28,78,False,False,Samsung,Galaxy A14,184.194.82.198,Johannesburg,Gauteng
DEV00000619,Android_Mobile,Android 14,Edge,1170x2532,en-ZA,2022-10-19,2023-03-05,8,False,False,Samsung,Galaxy S22,114.34.112.216,Pretoria,Gauteng
DEV00000620,Android_Mobile,Android 12,Safari,1440x900,af,2022-10-07,2024-11-17,58,False,False,Samsung,Galaxy A14,187.238.63.167,Johannesburg,Gauteng
DEV00000621,Windows_Laptop,Windows 11,Safari,1170x2532,en-ZA,2025-06-22,2025-07-20,40,False,False,Lenovo,Aspire,86.222.232.79,Johannesburg,Gauteng
DEV00000622,Android_Mobile,Android 12,Safari,1170x2532,en-ZA,2022-05-03,2022-05-03,28,False,False,Samsung,Galaxy S22,198.242.172.198,Gqeberha,Eastern Cape
DEV00000623,iPhone_Mobile,iOS 16,Chrome,1440x900,en-ZA,2023-02-27,2025-03-04,92,False,False,Apple,iPhone 12,170.63.233.249,Johannesburg,Gauteng
DEV00000624,Android_Mobile,Android 14,Firefox,1170x2532,en-ZA,2022-06-11,2025-06-12,50,False,False,Samsung,Galaxy S23,253.174.19.149,Johannesburg,Gauteng
DEV00000625,Android_Mobile,Android 13,Chrome,1920x1080,en-ZA,2024-08-14,2025-11-06,37,False,False,Samsung,Galaxy S23,66.79.241.208,Tzaneen,Limpopo
DEV00000626,Android_Mobile,Android 12,Chrome,1440x900,xh,2024-08-30,2025-12-14,87,False,False,Samsung,Galaxy A34,103.240.58.204,Witbank,Mpumalanga
DEV00000627,Android_Mobile,Android 13,Chrome,1080x2400,en-ZA,2022-11-09,2023-06-17,81,False,False,Samsung,Galaxy A54,93.169.55.120,East London,Eastern Cape
DEV00000628,iPhone_Mobile,iOS 17,Firefox,1170x2532,en-ZA,2025-07-28,2025-12-23,37,False,False,Apple,iPhone 14,225.70.68.145,Rustenburg,North West
DEV00000629,Windows_Laptop,Windows 10,Chrome,1080x2400,en-ZA,2024-05-02,2025-12-18,24,False,False,HP,Aspire,37.28.3.82,Stellenbosch,Western Cape
DEV00000630,iPad_Tablet,iOS 17,Chrome,1366x768,en-ZA,2024-07-23,2024-07-23,1,False,False,Apple,iPad Pro,107.179.31.199,Ballito,KwaZulu-Natal
DEV00000631,Android_Mobile,Android 13,Chrome,1920x1080,en-ZA,2025-04-06,2025-05-13,50,False,False,Samsung,Galaxy S22,175.184.14.37,Stellenbosch,Western Cape
DEV00000632,Android_Mobile,Android 12,Chrome,1170x2532,en-ZA,2024-02-01,2024-02-01,81,False,False,Samsung,Galaxy S23,193.154.129.195,Witbank,Mpumalanga
DEV00000633,iPhone_Mobile,iOS 15,Safari,1080x2400,en-ZA,2024-11-13,2024-11-13,26,False,False,Apple,iPhone 12,105.93.54.133,Gqeberha,Eastern Cape
DEV00000634,iPhone_Mobile,iOS 16,Safari,1366x768,en-ZA,2023-07-21,2023-07-21,71,False,False,Apple,iPhone 14,168.106.21.232,Soweto,Gauteng
DEV00000635,iPhone_Mobile,iOS 15,Safari,1920x1080,en-ZA,2025-08-30,2025-08-30,80,False,False,Apple,iPhone 13,252.49.141.58,Ballito,KwaZulu-Natal
DEV00000636,Android_Tablet,Android 13,Chrome,1080x2400,en-ZA,2023-10-23,2024-04-01,79,False,False,Samsung,Galaxy A54,6.185.146.14,Witbank,Mpumalanga
DEV00000637,Android_Mobile,Android 12,Firefox,1440x900,en-ZA,2025-07-22,2025-12-15,80,False,False,Samsung,Galaxy S22,225.135.80.58,Pretoria,Gauteng
DEV00000638,Android_Mobile,Android 13,Safari,1920x1080,en-ZA,2025-11-01,2025-11-01,51,False,False,Samsung,Galaxy A14,53.78.226.57,Nelspruit,Mpumalanga
DEV00000639,Windows_Laptop,Windows 10,Safari,1170x2532,en-ZA,2024-04-21,2025-03-13,65,False,False,HP,EliteBook,250.35.87.150,Witbank,Mpumalanga
DEV00000640,Windows_Laptop,Windows 11,Chrome,1920x1080,en-ZA,2023-09-05,2025-09-22,64,False,False,HP,Latitude,157.222.103.206,Soweto,Gauteng
DEV00000641,iPad_Tablet,iOS 17,Chrome,1366x768,en-ZA,2025-01-06,2025-10-01,76,False,False,Apple,iPad Pro,136.118.15.253,Stellenbosch,Western Cape
DEV00000642,iPhone_Mobile,iOS 15,Safari,1170x2532,en-ZA,2022-11-09,2024-12-25,14,False,False,Apple,iPhone 15,40.169.168.3,Johannesburg,Gauteng
DEV00000643,Android_Mobile,Android 14,Safari,1366x768,en-ZA,2025-02-05,2025-06-13,57,False,False,Samsung,Galaxy S23,88.87.85.83,Johannesburg,Gauteng
DEV00000644,iPhone_Mobile,iOS 17,Chrome,1080x2400,en-ZA,2025-03-08,2025-06-05,17,False,False,Apple,iPhone 14,53.61.185.193,Pretoria,Gauteng
DEV00000645,iPad_Tablet,iOS 17,Safari,1920x1080,en-ZA,2023-06-27,2025-05-29,71,False,False,Apple,iPad Air,45.203.135.183,Welkom,Free State
DEV00000646,Android_Mobile,Android 13,Chrome,1366x768,en-ZA,2024-03-16,2024-03-16,66,False,False,Samsung,Galaxy S22,211.183.164.89,Soweto,Gauteng
DEV00000647,iPhone_Mobile,iOS 15,Safari,1920x1080,en-ZA,2023-11-29,2025-09-20,95,False,False,Apple,iPhone 15,42.170.163.40,Durban,KwaZulu-Natal
DEV00000648,iPhone_Mobile,iOS 16,Safari,1920x1080,en,2024-07-13,2024-07-13,40,False,False,Apple,iPhone 13,161.90.118.26,Durban,KwaZulu-Natal
DEV00000649,Android_Mobile,Android 14,Firefox,1366x768,en,2025-10-25,2025-10-26,86,False,True,Samsung,Galaxy S22,131.198.162.9,Paarl,Western Cape
DEV00000650,Android_Mobile,Android 13,Chrome,1170x2532,en-ZA,2024-08-16,2024-08-16,19,False,False,Samsung,Galaxy S22,35.141.58.44,Pietermaritzburg,KwaZulu-Natal
DEV00000651,Android_Mobile,Android 13,Chrome,1170x2532,en-ZA,2025-08-09,2025-08-09,79,False,False,Samsung,Galaxy A14,99.19.125.42,Nelspruit,Mpumalanga
DEV00000652,Android_Mobile,Android 12,Chrome,1366x768,en-ZA,2025-03-30,2025-07-05,38,False,False,Samsung,Galaxy S23,102.202.48.225,Cape Town,Western Cape
DEV00000653,Android_Mobile,Android 12,Chrome,1440x900,en-ZA,2023-09-03,2025-12-26,84,False,False,Samsung,Galaxy A54,134.67.223.252,Soweto,Gauteng
DEV00000654,iPhone_Mobile,iOS 15,Safari,1440x900,en-ZA,2024-04-27,2024-06-01,91,False,False,Apple,iPhone 13,134.92.127.229,Durban,KwaZulu-Natal
DEV00000655,iPhone_Mobile,iOS 15,Firefox,1440x900,en-ZA,2025-01-07,2025-07-20,10,False,False,Apple,iPhone 13,56.149.208.220,Pretoria,Gauteng
DEV00000656,Windows_Laptop,Windows 10,Chrome,1366x768,en-ZA,2023-04-28,2024-03-11,4,False,False,HP,Aspire,191.58.57.131,Pretoria,Gauteng
DEV00000657,MacBook_Laptop,macOS Monterey,Firefox,1080x2400,en-ZA,2024-08-14,2025-02-01,23,False,False,Apple,iMac,62.203.238.33,Pretoria,Gauteng
DEV00000658,iPhone_Mobile,iOS 15,Chrome,1170x2532,en-ZA,2022-02-19,2022-06-21,75,False,False,Apple,iPhone 12,66.213.245.109,Stellenbosch,Western Cape
DEV00000659,iPhone_Mobile,iOS 16,Chrome,1080x2400,en,2023-06-30,2023-06-30,29,False,False,Apple,iPhone 15,156.131.93.163,Rustenburg,North West
DEV00000660,iPhone_Mobile,iOS 16,Chrome,1080x2400,en-ZA,2022-01-23,2022-01-23,14,False,False,Apple,iPhone 14,59.173.53.148,Mahikeng,North West
DEV00000661,Android_Mobile,Android 13,Chrome,1920x1080,en-ZA,2025-03-18,2025-03-18,73,False,False,Samsung,Galaxy S22,102.43.126.3,Rustenburg,North West
DEV00000662,iPhone_Mobile,iOS 16,Chrome,1366x768,en,2023-02-07,2024-06-30,44,False,False,Apple,iPhone 13,144.193.195.129,Johannesburg,Gauteng
DEV00000663,Android_Tablet,Android 12,Safari,1366x768,en-ZA,2023-11-09,2025-12-21,48,False,False,Samsung,Galaxy A54,110.42.152.109,Bloemfontein,Free State
DEV00000664,Android_Mobile,Android 14,Chrome,1440x900,en,2025-11-28,2025-11-28,93,False,False,Samsung,Galaxy A34,110.78.132.104,Paarl,Western Cape
DEV00000665,Android_Mobile,Android 12,Safari,1920x1080,en-ZA,2023-03-29,2025-10-01,75,False,False,Samsung,Galaxy S22,240.161.76.186,Cape Town,Western Cape
DEV00000666,Android_Mobile,Android 13,Chrome,1366x768,en-ZA,2024-06-06,2024-12-17,93,False,False,Samsung,Galaxy A34,249.49.248.21,Johannesburg,Gauteng
DEV00000667,Android_Mobile,Android 12,Chrome,1440x900,zu,2022-12-18,2022-12-18,28,False,False,Samsung,Galaxy A54,193.167.149.177,Tzaneen,Limpopo
DEV00000668,Android_Mobile,Android 14,Safari,1170x2532,en,2022-11-10,2024-09-06,1,False,False,Samsung,Galaxy A34,254.157.83.231,Mahikeng,North West
DEV00000669,iPad_Tablet,iOS 15,Chrome,1080x2400,en-ZA,2022-12-17,2023-12-24,46,False,False,Apple,iPad Pro,193.220.216.58,Durban,KwaZulu-Natal
DEV00000670,iPhone_Mobile,iOS 16,Chrome,1366x768,en-ZA,2022-05-13,2022-08-17,39,False,False,Apple,iPhone 15,25.52.156.161,Pretoria,Gauteng
DEV00000671,Android_Mobile,Android 13,Chrome,1080x2400,en-ZA,2022-02-15,2022-02-15,24,False,False,Samsung,Galaxy S22,182.34.225.132,Johannesburg,Gauteng
DEV00000672,Android_Mobile,Android 14,Edge,1080x2400,en-ZA,2023-05-15,2023-06-26,15,False,False,Samsung,Galaxy S22,110.177.223.46,Durban,KwaZulu-Natal
DEV00000673,Android_Mobile,Android 12,Chrome,1366x768,en-ZA,2023-04-01,2025-10-23,64,False,False,Samsung,Galaxy S22,219.67.203.229,Johannesburg,Gauteng
DEV00000674,Android_Tablet,Android 13,Safari,1366x768,en-ZA,2023-03-11,2025-02-17,22,False,False,Samsung,Galaxy S22,196.120.217.180,Soweto,Gauteng
