link_id,customer_id,device_id,association_date,last_access_date,access_count,is_primary_device,link_type
LINK00004600,CUST00004600,DEV00024402,2025-06-09,2025-12-31,17,True,PRIMARY
LINK00004601,CUST00004601,DEV00015682,2024-04-10,2025-12-31,320,True,PRIMARY
LINK00004602,CUST00004602,DEV00023041,2024-02-14,2025-12-31,233,True,PRIMARY
LINK00004603,CUST00004603,DEV00013566,2024-02-25,2025-12-31,495,True,PRIMARY
LINK00004604,CUST00004604,DEV00023735,2025-04-02,2025-12-31,420,True,PRIMARY
LINK00004605,CUST00004605,DEV00014182,2022-07-05,2025-12-31,93,True,PRIMARY
LINK00004606,CUST00004606,DEV00023206,2024-04-20,2025-12-31,382,True,PRIMARY
LINK00004607,CUST00004607,DEV00022975,2024-09-10,2025-12-31,358,True,PRIMARY
LINK00004608,CUST00004608,DEV00001285,2022-04-21,2025-12-31,128,True,PRIMARY
LINK00004609,CUST00004609,DEV00012654,2024-01-11,2025-12-31,40,True,PRIMARY
LINK00004610,CUST00004610,DEV00018527,2025-02-08,2025-12-31,490,True,PRIMARY
LINK00004611,CUST00004611,DEV00022067,2025-05-29,2025-12-31,124,True,PRIMARY
LINK00004612,CUST00004612,DEV00025551,2023-10-15,2025-12-31,80,True,PRIMARY
LINK00004613,CUST00004613,DEV00010590,2023-04-27,2025-12-31,430,True,PRIMARY
LINK00004614,CUST00004614,DEV00004166,2025-09-07,2025-12-31,426,True,PRIMARY
LINK00004615,CUST00004615,DEV00021451,2024-05-05,2025-12-31,192,True,PRIMARY
LINK00004616,CUST00004616,DEV00005429,2025-11-10,2025-12-31,284,True,PRIMARY
LINK00004617,CUST00004617,DEV00017742,2022-10-08,2025-12-31,219,True,PRIMARY
LINK00004618,CUST00004618,DEV00022539,2024-11-05,2025-12-31,45,True,PRIMARY
LINK00004619,CUST00004619,DEV00013787,2025-03-18,2025-12-31,361,True,PRIMARY
LINK00004620,CUST00004620,DEV00007252,2025-10-29,2025-12-31,432,True,PRIMARY
LINK00004621,CUST00004621,DEV00024108,2025-10-04,2025-12-31,146,True,PRIMARY
LINK00004622,CUST00004622,DEV00001442,2025-12-06,2025-12-31,142,True,PRIMARY
LINK00004623,CUST00004623,DEV00014856,2025-08-19,2025-12-31,371,True,PRIMARY
LINK00004624,CUST00004624,DEV00018007,2023-10-14,2025-12-31,433,True,PRIMARY
LINK00004625,CUST00004625,DEV00012083,2024-09-21,2025-12-31,463,True,PRIMARY
LINK00004626,CUST00004626,DEV00009766,2025-03-01,2025-12-31,347,True,PRIMARY
LINK00004627,CUST00004627,DEV00011371,2024-07-17,2025-12-31,11,True,PRIMARY
LINK00004628,CUST00004628,DEV00000202,2025-04-09,2025-12-31,212,True,PRIMARY
LINK00004629,CUST00004629,DEV00022819,2024-05-29,2025-12-31,265,True,PRIMARY
LINK00004630,CUST00004630,DEV00010146,2025-12-27,2025-12-31,372,True,PRIMARY
LINK00004631,CUST00004631,DEV00003622,2023-07-19,2025-12-31,70,True,PRIMARY
LINK00004632,CUST00004632,DEV00007350,2025-10-13,2025-12-31,88,True,PRIMARY
LINK00004633,CUST00004633,DEV00013087,2025-07-18,2025-12-31,435,True,PRIMARY
LINK00004634,CUST00004634,DEV00022055,2025-04-05,2025-12-31,390,True,PRIMARY
LINK00004635,CUST00004635,DEV00008050,2024-02-15,2025-12-31,352,True,PRIMARY
LINK00004636,CUST00004636,DEV00012593,2023-09-07,2025-12-31,406,True,PRIMARY
LINK00004637,CUST00004637,DEV00007843,2024-03-20,2025-12-31,401,True,PRIMARY
LINK00004638,CUST00004638,DEV00023258,2024-01-11,2025-12-31,65,True,PRIMARY
LINK00004639,CUST00004639,DEV00007436,2024-10-07,2025-12-31,451,True,PRIMARY
LINK00004640,CUST00004640,DEV00002993,2024-01-30,2025-12-31,169,True,PRIMARY
LINK00004641,CUST00004641,DEV00015520,2025-03-15,2025-12-31,443,True,PRIMARY
LINK00004642,CUST00004642,DEV00001837,2024-07-01,2025-12-31,422,True,PRIMARY
LINK00004643,CUST00004643,DEV00009609,2023-05-15,2025-12-31,398,True,PRIMARY
LINK00004644,CUST00004644,DEV00011431,2025-10-16,2025-12-31,379,True,PRIMARY
LINK00004645,CUST00004645,DEV00007790,2022-07-28,2025-12-31,80,True,PRIMARY
LINK00004646,CUST00004646,DEV00011171,2022-05-18,2025-12-31,97,True,PRIMARY
LINK00004647,CUST00004647,DEV00023467,2024-10-20,2025-12-31,304,True,PRIMARY
LINK00004648,CUST00004648,DEV00024452,2025-04-29,2025-12-31,199,True,PRIMARY
LINK00004649,CUST00004649,DEV00005470,2024-11-20,2025-12-31,379,True,PRIMARY
LINK00004650,CUST00004650,DEV00017631,2024-06-03,2025-12-31,483,True,PRIMARY
LINK00004651,CUST00004651,DEV00019619,2022-07-14,2025-12-31,165,True,PRIMARY
LINK00004652,CUST00004652,DEV00004287,2024-07-27,2025-12-31,116,True,PRIMARY
LINK00004653,CUST00004653,DEV00010820,2024-10-01,2025-12-31,189,True,PRIMARY
LINK00004654,CUST00004654,DEV00018471,2023-07-21,2025-12-31,56,True,PRIMARY
LINK00004655,CUST00004655,DEV00026860,2025-11-11,2025-12-31,376,True,PRIMARY
LINK00004656,CUST00004656,DEV00015109,2025-09-18,2025-12-31,391,True,PRIMARY
LINK00004657,CUST00004657,DEV00020401,2024-02-09,2025-12-31,45,True,PRIMARY
LINK00004658,CUST00004658,DEV00021615,2025-11-17,2025-12-31,227,True,PRIMARY
LINK00004659,CUST00004659,DEV00005272,2024-01-18,2025-12-31,221,True,PRIMARY
LINK00004660,CUST00004660,DEV00000752,2024-08-26,2025-12-31,138,True,PRIMARY
LINK00004661,CUST00004661,DEV00019315,2024-01-07,2025-12-31,219,True,PRIMARY
LINK00004662,CUST00004662,DEV00001307,2025-12-30,2025-12-31,85,True,PRIMARY
LINK00004663,CUST00004663,DEV00018559,2024-07-03,2025-12-31,470,True,PRIMARY
LINK00004664,CUST00004664,DEV00003184,2023-08-06,2025-12-31,14,True,PRIMARY
LINK00004665,CUST00004665,DEV00002860,2023-03-18,2025-12-31,369,True,PRIMARY
LINK00004666,CUST00004666,DEV00015522,2023-02-26,2025-12-31,62,True,PRIMARY
LINK00004667,CUST00004667,DEV00005953,2023-03-28,2025-12-31,145,True,PRIMARY
LINK00004668,CUST00004668,DEV00007833,2025-08-18,2025-12-31,269,True,PRIMARY
LINK00004669,CUST00004669,DEV00004681,2023-01-07,2025-12-31,371,True,PRIMARY
LINK00004670,CUST00004670,DEV00024729,2023-03-16,2025-12-31,369,True,PRIMARY
LINK00004671,CUST00004671,DEV00022437,2025-09-09,2025-12-31,248,True,PRIMARY
LINK00004672,CUST00004672,DEV00002391,2023-05-02,2025-12-31,476,True,PRIMARY
LINK00004673,CUST00004673,DEV00004739,2024-07-02,2025-12-31,270,True,PRIMARY
LINK00004674,CUST00004674,DEV00006821,2024-02-22,2025-12-31,211,True,PRIMARY
LINK00004675,CUST00004675,DEV00025687,2023-06-30,2025-12-31,36,True,PRIMARY
LINK00004676,CUST00004676,DEV00024977,2024-09-30,2025-12-31,375,True,PRIMARY
LINK00004677,CUST00004677,DEV00000214,2025-11-23,2025-12-31,208,True,PRIMARY
LINK00004678,CUST00004678,DEV00014965,2023-10-23,2025-12-31,99,True,PRIMARY
LINK00004679,CUST00004679,DEV00008519,2023-01-09,2025-12-31,390,True,PRIMARY
LINK00004680,CUST00004680,DEV00013717,2022-04-08,2025-12-31,489,True,PRIMARY
LINK00004681,CUST00004681,DEV00007903,2025-04-18,2025-12-31,374,True,PRIMARY
LINK00004682,CUST00004682,DEV00027992,2025-08-13,2025-12-31,89,True,PRIMARY
LINK00004683,CUST00004683,DEV00001987,2023-01-29,2025-12-31,137,True,PRIMARY
LINK00004684,CUST00004684,DEV00001740,2024-08-21,2025-12-31,408,True,PRIMARY
LINK00004685,CUST00004685,DEV00003573,2024-09-25,2025-12-31,491,True,PRIMARY
LINK00004686,CUST00004686,DEV00005130,2024-06-15,2025-12-31,245,True,PRIMARY
LINK00004687,CUST00004687,DEV00015684,2023-05-17,2025-12-31,309,True,PRIMARY
LINK00004688,CUST00004688,DEV00017576,2022-10-25,2025-12-31,69,True,PRIMARY
LINK00004689,CUST00004689,DEV00013472,2022-10-04,2025-12-31,216,True,PRIMARY
LINK00004690,CUST00004690,DEV00002631,2023-06-02,2025-12-31,175,True,PRIMARY
LINK00004691,CUST00004691,DEV00000822,2024-10-13,2025-12-31,316,True,PRIMARY
LINK00004692,CUST00004692,DEV00022790,2025-07-17,2025-12-31,298,True,PRIMARY
LINK00004693,CUST00004693,DEV00027624,2022-02-15,2025-12-31,176,True,PRIMARY
LINK00004694,CUST00004694,DEV00019966,2024-03-03,2025-12-31,467,True,PRIMARY
LINK00004695,CUST00004695,DEV00011967,2024-11-05,2025-12-31,448,True,PRIMARY
LINK00004696,CUST00004696,DEV00025910,2025-02-23,2025-12-31,45,True,PRIMARY
LINK00004697,CUST00004697,DEV00013251,2024-01-11,2025-12-31,106,True,PRIMARY
LINK00004698,CUST00004698,DEV00013241,2023-03-02,2025-12-31,344,True,PRIMARY
LINK00004699,CUST00004699,DEV00003337,2024-10-29,2025-12-31,419,True,PRIMARY
LINK00004700,CUST00004700,DEV00019794,2025-06-06,2025-12-31,380,True,PRIMARY
LINK00004701,CUST00004701,DEV00000576,2024-10-07,2025-12-31,152,True,PRIMARY
LINK00004702,CUST00004702,DEV00014991,2022-05-23,2025-12-31,329,True,PRIMARY
LINK00004703,CUST00004703,DEV00025906,2024-08-27,2025-12-31,151,True,PRIMARY
LINK00004704,CUST00004704,DEV00004226,2024-08-15,2025-12-31,256,True,PRIMARY
LINK00004705,CUST00004705,DEV00002351,2023-05-19,2025-12-31,317,True,PRIMARY
LINK00004706,CUST00004706,DEV00011832,2025-12-12,2025-12-31,325,True,PRIMARY
LINK00004707,CUST00004707,DEV00023873,2025-10-11,2025-12-31,405,True,PRIMARY
LINK00004708,CUST00004708,DEV00015878,2024-08-09,2025-12-31,465,True,PRIMARY
LINK00004709,CUST00004709,DEV00026690,2024-08-24,2025-12-31,216,True,PRIMARY
LINK00004710,CUST00004710,DEV00011316,2023-08-08,2025-12-31,462,True,PRIMARY
LINK00004711,CUST00004711,DEV00020258,2024-10-17,2025-12-31,103,True,PRIMARY
LINK00004712,CUST00004712,DEV00021558,2023-03-06,2025-12-31,126,True,PRIMARY
LINK00004713,CUST00004713,DEV00011839,2025-10-22,2025-12-31,489,True,PRIMARY
LINK00004714,CUST00004714,DEV00006985,2024-06-14,2025-12-31,263,True,PRIMARY
LINK00004715,CUST00004715,DEV00024273,2024-03-26,2025-12-31,211,True,PRIMARY
LINK00004716,CUST00004716,DEV00012416,2025-01-07,2025-12-31,197,True,PRIMARY
LINK00004717,CUST00004717,DEV00026262,2025-11-18,2025-12-31,220,True,PRIMARY
LINK00004718,CUST00004718,DEV00023631,2023-07-27,2025-12-31,150,True,PRIMARY
LINK00004719,CUST00004719,DEV00026341,2025-11-09,2025-12-31,150,True,PRIMARY
LINK00004720,CUST00004720,DEV00022168,2025-06-25,2025-12-31,98,True,PRIMARY
LINK00004721,CUST00004721,DEV00002918,2025-03-04,2025-12-31,430,True,PRIMARY
LINK00004722,CUST00004722,DEV00018880,2022-11-15,2025-12-31,268,True,PRIMARY
LINK00004723,CUST00004723,DEV00022889,2024-02-11,2025-12-31,309,True,PRIMARY
LINK00004724,CUST00004724,DEV00002472,2025-06-11,2025-12-31,493,True,PRIMARY
LINK00004725,CUST00004725,DEV00026905,2023-02-19,2025-12-31,19,True,PRIMARY
LINK00004726,CUST00004726,DEV00000143,2024-01-09,2025-12-31,444,True,PRIMARY
LINK00004727,CUST00004727,DEV00012943,2023-01-21,2025-12-31,65,True,PRIMARY
LINK00004728,CUST00004728,DEV00020715,2022-11-23,2025-12-31,478,True,PRIMARY
LINK00004729,CUST00004729,DEV00017928,2025-01-26,2025-12-31,106,True,PRIMARY
LINK00004730,CUST00004730,DEV00015585,2025-03-04,2025-12-31,216,True,PRIMARY
LINK00004731,CUST00004731,DEV00003815,2025-10-04,2025-12-31,467,True,PRIMARY
LINK00004732,CUST00004732,DEV00022249,2025-01-13,2025-12-31,92,True,PRIMARY
LINK00004733,CUST00004733,DEV00017316,2023-03-09,2025-12-31,375,True,PRIMARY
LINK00004734,CUST00004734,DEV00007588,2025-11-25,2025-12-31,258,True,PRIMARY
LINK00004735,CUST00004735,DEV00013005,2024-04-02,2025-12-31,458,True,PRIMARY
LINK00004736,CUST00004736,DEV00022067,2025-05-29,2025-12-31,149,True,PRIMARY
LINK00004737,CUST00004737,DEV00010628,2024-12-16,2025-12-31,168,True,PRIMARY
LINK00004738,CUST00004738,DEV00004791,2023-09-13,2025-12-31,346,True,PRIMARY
LINK00004739,CUST00004739,DEV00027982,2025-11-10,2025-12-31,347,True,PRIMARY
LINK00004740,CUST00004740,DEV00009783,2025-02-06,2025-12-31,183,True,PRIMARY
LINK00004741,CUST00004741,DEV00020429,2025-09-20,2025-12-31,79,True,PRIMARY
LINK00004742,CUST00004742,DEV00011333,2025-07-03,2025-12-31,43,True,PRIMARY
LINK00004743,CUST00004743,DEV00011993,2023-08-05,2025-12-31,153,True,PRIMARY
LINK00004744,CUST00004744,DEV00004763,2023-06-17,2025-12-31,347,True,PRIMARY
LINK00004745,CUST00004745,DEV00019554,2024-10-05,2025-12-31,287,True,PRIMARY
LINK00004746,CUST00004746,DEV00012622,2023-10-02,2025-12-31,450,True,PRIMARY
LINK00004747,CUST00004747,DEV00010148,2023-03-21,2025-12-31,457,True,PRIMARY
LINK00004748,CUST00004748,DEV00015500,2022-08-19,2025-12-31,192,True,PRIMARY
LINK00004749,CUST00004749,DEV00026372,2024-09-30,2025-12-31,75,True,PRIMARY
LINK00004750,CUST00004750,DEV00025001,2025-07-03,2025-12-31,475,True,PRIMARY
LINK00004751,CUST00004751,DEV00010569,2022-06-13,2025-12-31,360,True,PRIMARY
LINK00004752,CUST00004752,DEV00016526,2024-05-15,2025-12-31,225,True,PRIMARY
LINK00004753,CUST00004753,DEV00016403,2025-02-05,2025-12-31,355,True,PRIMARY
LINK00004754,CUST00004754,DEV00026178,2024-07-31,2025-12-31,408,True,PRIMARY
LINK00004755,CUST00004755,DEV00024201,2023-02-19,2025-12-31,326,True,PRIMARY
LINK00004756,CUST00004756,DEV00019399,2023-05-18,2025-12-31,214,True,PRIMARY
LINK00004757,CUST00004757,DEV00001012,2022-04-16,2025-12-31,430,True,PRIMARY
LINK00004758,CUST00004758,DEV00013724,2024-08-02,2025-12-31,358,True,PRIMARY
LINK00004759,CUST00004759,DEV00003225,2025-09-10,2025-12-31,158,True,PRIMARY
LINK00004760,CUST00004760,DEV00018397,2025-12-25,2025-12-31,272,True,PRIMARY
LINK00004761,CUST00004761,DEV00009908,2024-01-23,2025-12-31,490,True,PRIMARY
LINK00004762,CUST00004762,DEV00015766,2023-10-23,2025-12-31,346,True,PRIMARY
LINK00004763,CUST00004763,DEV00011560,2022-05-09,2025-12-31,306,True,PRIMARY
LINK00004764,CUST00004764,DEV00011410,2025-12-27,2025-12-31,457,True,PRIMARY
LINK00004765,CUST00004765,DEV00007436,2024-06-09,2025-12-31,215,True,PRIMARY
LINK00004766,CUST00004766,DEV00027851,2023-06-24,2025-12-31,184,True,PRIMARY
LINK00004767,CUST00004767,DEV00024541,2025-02-07,2025-12-31,113,True,PRIMARY
LINK00004768,CUST00004768,DEV00001451,2023-07-02,2025-12-31,374,True,PRIMARY
LINK00004769,CUST00004769,DEV00014493,2023-01-15,2025-12-31,338,True,PRIMARY
LINK00004770,CUST00004770,DEV00011225,2025-05-05,2025-12-31,214,True,PRIMARY
LINK00004771,CUST00004771,DEV00024259,2025-10-08,2025-12-31,160,True,PRIMARY
LINK00004772,CUST00004772,DEV00001671,2022-07-20,2025-12-31,91,True,PRIMARY
LINK00004773,CUST00004773,DEV00000443,2023-07-28,2025-12-31,311,True,PRIMARY
LINK00004774,CUST00004774,DEV00000237,2025-09-24,2025-12-31,374,True,PRIMARY
LINK00004775,CUST00004775,DEV00020319,2025-04-24,2025-12-31,395,True,PRIMARY
LINK00004776,CUST00004776,DEV00023790,2025-01-09,2025-12-31,190,True,PRIMARY
LINK00004777,CUST00004777,DEV00021330,2024-10-06,2025-12-31,220,True,PRIMARY
LINK00004778,CUST00004778,DEV00022807,2025-09-03,2025-12-31,312,True,PRIMARY
LINK00004779,CUST00004779,DEV00001287,2025-05-29,2025-12-31,151,True,PRIMARY
LINK00004780,CUST00004780,DEV00020443,2023-11-17,2025-12-31,494,True,PRIMARY
LINK00004781,CUST00004781,DEV00011364,2022-04-29,2025-12-31,299,True,PRIMARY
LINK00004782,CUST00004782,DEV00025249,2024-07-24,2025-12-31,480,True,PRIMARY
LINK00004783,CUST00004783,DEV00004725,2025-04-17,2025-12-31,211,True,PRIMARY
LINK00004784,CUST00004784,DEV00015669,2025-11-26,2025-12-31,98,True,PRIMARY
LINK00004785,CUST00004785,DEV00016987,2025-10-06,2025-12-31,120,True,PRIMARY
LINK00004786,CUST00004786,DEV00008328,2025-01-20,2025-12-31,23,True,PRIMARY
LINK00004787,CUST00004787,DEV00006638,2024-05-05,2025-12-31,56,True,PRIMARY
LINK00004788,CUST00004788,DEV00010140,2023-06-05,2025-12-31,93,True,PRIMARY
LINK00004789,CUST00004789,DEV00025659,2024-02-21,2025-12-31,105,True,PRIMARY
LINK00004790,CUST00004790,DEV00018704,2024-08-13,2025-12-31,265,True,PRIMARY
LINK00004791,CUST00004791,DEV00005126,2025-09-23,2025-12-31,223,True,PRIMARY
LINK00004792,CUST00004792,DEV00020962,2024-03-23,2025-12-31,39,True,PRIMARY
LINK00004793,CUST00004793,DEV00019588,2023-05-20,2025-12-31,386,True,PRIMARY
LINK00004794,CUST00004794,DEV00017859,2022-06-15,2025-12-31,410,True,PRIMARY
LINK00004795,CUST00004795,DEV00013323,2024-05-17,2025-12-31,319,True,PRIMARY
LINK00004796,CUST00004796,DEV00023402,2024-06-07,2025-12-31,322,True,PRIMARY
LINK00004797,CUST00004797,DEV00022664,2023-10-24,2025-12-31,313,True,PRIMARY
LINK00004798,CUST00004798,DEV00004317,2022-05-16,2025-12-31,72,True,PRIMARY
LINK00004799,CUST00004799,DEV00022430,2023-08-17,2025-12-31,492,True,PRIMARY
LINK00004800,CUST00004800,DEV00002735,2024-12-07,2025-12-31,437,True,PRIMARY
LINK00004801,CUST00004801,DEV00014303,2025-07-21,2025-12-31,188,True,PRIMARY
LINK00004802,CUST00004802,DEV00022143,2023-02-09,2025-12-31,246,True,PRIMARY
LINK00004803,CUST00004803,DEV00016690,2024-11-21,2025-12-31,433,True,PRIMARY
LINK00004804,CUST00004804,DEV00015240,2022-01-16,2025-12-31,354,True,PRIMARY
LINK00004805,CUST00004805,DEV00007229,2024-01-13,2025-12-31,200,True,PRIMARY
LINK00004806,CUST00004806,DEV00024900,2023-05-04,2025-12-31,320,True,PRIMARY
LINK00004807,CUST00004807,DEV00022716,2025-11-19,2025-12-31,345,True,PRIMARY
LINK00004808,CUST00004808,DEV00009454,2023-05-14,2025-12-31,290,True,PRIMARY
LINK00004809,CUST00004809,DEV00022552,2023-02-15,2025-12-31,148,True,PRIMARY
LINK00004810,CUST00004810,DEV00005437,2025-01-07,2025-12-31,437,True,PRIMARY
LINK00004811,CUST00004811,DEV00013535,2023-11-29,2025-12-31,364,True,PRIMARY
LINK00004812,CUST00004812,DEV00020903,2025-08-13,2025-12-31,359,True,PRIMARY
LINK00004813,CUST00004813,DEV00026571,2024-09-30,2025-12-31,442,True,PRIMARY
LINK00004814,CUST00004814,DEV00016266,2024-04-21,2025-12-31,175,True,PRIMARY
LINK00004815,CUST00004815,DEV00003587,2025-03-23,2025-12-31,486,True,PRIMARY
LINK00004816,CUST00004816,DEV00023146,2024-12-01,2025-12-31,57,True,PRIMARY
LINK00004817,CUST00004817,DEV00016285,2023-01-25,2025-12-31,448,True,PRIMARY
LINK00004818,CUST00004818,DEV00026954,2022-09-04,2025-12-31,279,True,PRIMARY
LINK00004819,CUST00004819,DEV00015967,2024-11-13,2025-12-31,477,True,PRIMARY
LINK00004820,CUST00004820,DEV00018159,2025-03-03,2025-12-31,131,True,PRIMARY
LINK00004821,CUST00004821,DEV00009463,2023-06-21,2025-12-31,306,True,PRIMARY
LINK00004822,CUST00004822,DEV00006738,2023-01-16,2025-12-31,483,True,PRIMARY
LINK00004823,CUST00004823,DEV00017459,2025-05-19,2025-12-31,290,True,PRIMARY
LINK00004824,CUST00004824,DEV00014762,2024-08-26,2025-12-31,443,True,PRIMARY
LINK00004825,CUST00004825,DEV00001281,2025-09-06,2025-12-31,487,True,PRIMARY
LINK00004826,CUST00004826,DEV00011121,2025-12-15,2025-12-31,336,True,PRIMARY
LINK00004827,CUST00004827,DEV00002961,2023-05-13,2025-12-31,406,True,PRIMARY
LINK00004828,CUST00004828,DEV00025448,2023-06-10,2025-12-31,209,True,PRIMARY
LINK00004829,CUST00004829,DEV00010207,2024-12-17,2025-12-31,153,True,PRIMARY
LINK00004830,CUST00004830,DEV00017103,2023-03-11,2025-12-31,277,True,PRIMARY
LINK00004831,CUST00004831,DEV00027324,2024-12-15,2025-12-31,395,True,PRIMARY
LINK00004832,CUST00004832,DEV00004688,2022-09-16,2025-12-31,115,True,PRIMARY
LINK00004833,CUST00004833,DEV00002523,2024-06-08,2025-12-31,199,True,PRIMARY
LINK00004834,CUST00004834,DEV00019540,2023-02-18,2025-12-31,422,True,PRIMARY
LINK00004835,CUST00004835,DEV00018258,2024-08-16,2025-12-31,10,True,PRIMARY
LINK00004836,CUST00004836,DEV00023582,2022-10-11,2025-12-31,477,True,PRIMARY
LINK00004837,CUST00004837,DEV00025824,2024-08-19,2025-12-31,263,True,PRIMARY
LINK00004838,CUST00004838,DEV00024728,2024-04-25,2025-12-31,418,True,PRIMARY
LINK00004839,CUST00004839,DEV00006558,2022-03-27,2025-12-31,249,True,PRIMARY
LINK00004840,CUST00004840,DEV00000285,2024-12-13,2025-12-31,27,True,PRIMARY
LINK00004841,CUST00004841,DEV00006696,2025-11-21,2025-12-31,228,True,PRIMARY
LINK00004842,CUST00004842,DEV00019545,2024-12-11,2025-12-31,249,True,PRIMARY
LINK00004843,CUST00004843,DEV00018296,2023-12-30,2025-12-31,55,True,PRIMARY
LINK00004844,CUST00004844,DEV00027714,2022-05-27,2025-12-31,461,True,PRIMARY
LINK00004845,CUST00004845,DEV00002346,2023-01-05,2025-12-31,148,True,PRIMARY
LINK00004846,CUST00004846,DEV00010226,2024-12-09,2025-12-31,342,True,PRIMARY
LINK00004847,CUST00004847,DEV00016735,2024-07-31,2025-12-31,251,True,PRIMARY
LINK00004848,CUST00004848,DEV00023444,2022-04-24,2025-12-31,277,True,PRIMARY
LINK00004849,CUST00004849,DEV00021549,2024-10-21,2025-12-31,12,True,PRIMARY
LINK00004850,CUST00004850,DEV00026353,2024-05-25,2025-12-31,117,True,PRIMARY
LINK00004851,CUST00004851,DEV00003560,2024-03-01,2025-12-31,246,True,PRIMARY
LINK00004852,CUST00004852,DEV00009729,2023-06-12,2025-12-31,190,True,PRIMARY
LINK00004853,CUST00004853,DEV00022275,2025-04-04,2025-12-31,306,True,PRIMARY
LINK00004854,CUST00004854,DEV00019510,2025-10-28,2025-12-31,110,True,PRIMARY
LINK00004855,CUST00004855,DEV00001887,2023-02-23,2025-12-31,60,True,PRIMARY
LINK00004856,CUST00004856,DEV00016835,2024-09-13,2025-12-31,189,True,PRIMARY
LINK00004857,CUST00004857,DEV00019325,2022-10-17,2025-12-31,195,True,PRIMARY
LINK00004858,CUST00004858,DEV00000684,2025-08-31,2025-12-31,465,True,PRIMARY
LINK00004859,CUST00004859,DEV00013383,2025-03-20,2025-12-31,196,True,PRIMARY
LINK00004860,CUST00004860,DEV00010935,2023-06-23,2025-12-31,363,True,PRIMARY
LINK00004861,CUST00004861,DEV00021654,2025-07-31,2025-12-31,210,True,PRIMARY
LINK00004862,CUST00004862,DEV00023033,2024-12-10,2025-12-31,67,True,PRIMARY
LINK00004863,CUST00004863,DEV00021998,2022-09-23,2025-12-31,122,True,PRIMARY
LINK00004864,CUST00004864,DEV00003548,2022-10-02,2025-12-31,374,True,PRIMARY
LINK00004865,CUST00004865,DEV00027811,2024-12-17,2025-12-31,468,True,PRIMARY
LINK00004866,CUST00004866,DEV00021411,2025-03-05,2025-12-31,430,True,PRIMARY
LINK00004867,CUST00004867,DEV00003663,2023-11-25,2025-12-31,67,True,PRIMARY
LINK00004868,CUST00004868,DEV00027023,2025-03-28,2025-12-31,53,True,PRIMARY
LINK00004869,CUST00004869,DEV00000571,2023-09-27,2025-12-31,385,True,PRIMARY
LINK00004870,CUST00004870,DEV00010517,2024-01-25,2025-12-31,259,True,PRIMARY
LINK00004871,CUST00004871,DEV00010107,2024-12-02,2025-12-31,233,True,PRIMARY
LINK00004872,CUST00004872,DEV00015875,2025-10-10,2025-12-31,132,True,PRIMARY
LINK00004873,CUST00004873,DEV00026589,2025-09-27,2025-12-31,226,True,PRIMARY
LINK00004874,CUST00004874,DEV00027056,2023-09-09,2025-12-31,421,True,PRIMARY
LINK00004875,CUST00004875,DEV00026609,2023-09-07,2025-12-31,366,True,PRIMARY
LINK00004876,CUST00004876,DEV00005924,2025-01-28,2025-12-31,144,True,PRIMARY
LINK00004877,CUST00004877,DEV00014253,2025-09-17,2025-12-31,470,True,PRIMARY
LINK00004878,CUST00004878,DEV00008507,2025-09-10,2025-12-31,484,True,PRIMARY
LINK00004879,CUST00004879,DEV00007635,2024-06-04,2025-12-31,322,True,PRIMARY
LINK00004880,CUST00004880,DEV00019795,2024-04-30,2025-12-31,218,True,PRIMARY
LINK00004881,CUST00004881,DEV00013209,2024-08-18,2025-12-31,51,True,PRIMARY
LINK00004882,CUST00004882,DEV00007177,2023-12-27,2025-12-31,424,True,PRIMARY
LINK00004883,CUST00004883,DEV00005065,2024-04-17,2025-12-31,230,True,PRIMARY
LINK00004884,CUST00004884,DEV00001198,2025-04-20,2025-12-31,134,True,PRIMARY
LINK00004885,CUST00004885,DEV00007486,2022-02-25,2025-12-31,91,True,PRIMARY
LINK00004886,CUST00004886,DEV00003617,2024-10-06,2025-12-31,219,True,PRIMARY
LINK00004887,CUST00004887,DEV00011427,2025-01-12,2025-12-31,466,True,PRIMARY
LINK00004888,CUST00004888,DEV00015174,2025-02-07,2025-12-31,236,True,PRIMARY
LINK00004889,CUST00004889,DEV00027359,2023-09-25,2025-12-31,299,True,PRIMARY
LINK00004890,CUST00004890,DEV00018105,2025-02-26,2025-12-31,261,True,PRIMARY
LINK00004891,CUST00004891,DEV00000595,2022-05-03,2025-12-31,499,True,PRIMARY
LINK00004892,CUST00004892,DEV00004993,2025-05-04,2025-12-31,165,True,PRIMARY
LINK00004893,CUST00004893,DEV00020713,2025-10-18,2025-12-31,358,True,PRIMARY
LINK00004894,CUST00004894,DEV00024231,2025-04-03,2025-12-31,283,True,PRIMARY
LINK00004895,CUST00004895,DEV00024342,2023-05-17,2025-12-31,30,True,PRIMARY
LINK00004896,CUST00004896,DEV00004787,2025-05-30,2025-12-31,307,True,PRIMARY
LINK00004897,CUST00004897,DEV00003038,2023-09-15,2025-12-31,212,True,PRIMARY
LINK00004898,CUST00004898,DEV00027820,2025-06-10,2025-12-31,195,True,PRIMARY
LINK00004899,CUST00004899,DEV00009242,2024-06-29,2025-12-31,464,True,PRIMARY
LINK00004900,CUST00004900,DEV00005072,2023-08-16,2025-12-31,325,True,PRIMARY
LINK00004901,CUST00004901,DEV00010492,2024-11-01,2025-12-31,22,True,PRIMARY
LINK00004902,CUST00004902,DEV00024184,2025-03-24,2025-12-31,383,True,PRIMARY
